排名,up主,视频链接,视频描述,三连量,播放量,排行分数,标签,标题,弹幕数
7753,皮赖赖皮,http://www.bilibili.com/video/av498146192,无,0,56,56,喜羊羊与灰太狼&&最终鬼畜&&鬼畜配音&&搞笑视频&&童年回忆杀&&毁童年系列,鬼畜喜羊羊与灰太狼 辣鸡的最终奥义,0
7724,不嗯c,http://www.bilibili.com/video/av243173345,-,1,57,57,鬼畜配音&&蔡徐坤&&熊出没,光头强戒菜虚鲲,0
7725,大佬鼠疯子云,http://www.bilibili.com/video/av243117805,第一次发视频练了下PR下次在打算拍视频,0,57,57,美人鱼,"自己练习了下pr,觉得可以就拿了出来~~",0
7726,钦测不亲测,http://www.bilibili.com/video/av243040108,带明星的小爱情,6,57,57,bilibili新星计划&&带带大师兄&&鬼畜剧&&圣经&&天皇&&爱情,【孙笑川】半 个 川 剧（带结局）,4
7727,张牙吾爪,http://www.bilibili.com/video/av200756076,喜欢的话就点个关注吧,0,57,57,鬼畜素材&&卢本伟&&bilibili新星计划,小   猪   卢   奇,0
7728,僵王吃保罗,http://www.bilibili.com/video/av200521532,,0,57,57,bilibili新星计划&&洗脑循环&&五五开&&赌怪&&开哥&&卢本伟牛逼&&慈善赌王&&卢姥爷,【卢本伟】大赌宙,2
7729,生动又形象,http://www.bilibili.com/video/av200508938,点个赞，投个币，关个注,1,57,57,全能打卡挑战&&鬼畜调教&&茄子&&卢本伟&&PDD&&CSGO茄子,【鬼畜】茄子受刑,5
7730,茬无此人丶,http://www.bilibili.com/video/av968199886,"dy：新二的快乐生活
bgm：野狼disco",0,56,56,百万剪辑师挑战&&鬼畜调教&&小鸟伏特加&&搞笑&&雷霆嘎巴&&哈拉少,【小鸟伏特加】野狼disco遇到小鸟伏特加!,0
7731,滑稽菌_,http://www.bilibili.com/video/av968053271,"本视频仅供娱乐，对原曲无任何恶意
结尾一键三连动画来源于：https://www.bilibili.com/video/BV1GE411H7Y4?from=search&amp;seid=6006888868176565021
欢饮观众老爷们一键三连~",4,56,56,三国&&诸葛孔明&&外国人&&伏拉夫&&黑人抬棺,【黑人抬棺】【伏拉夫】让诸葛亮弹黑人抬棺和伏拉夫处刑曲会怎样？,0
7732,分四个,http://www.bilibili.com/video/av925758893,脑子出问题，莫名其妙做出来的。,0,56,56,JOJO的奇妙冒险&&鬼畜调教&&搞笑&&沙雕,死的莫名其妙的屑DIO（要是这视频有一万播放量，我做视频抄新华字典）,0
7733,lxzlxz2332332,http://www.bilibili.com/video/av925709839,暗示什么我就不说了,1,56,56,鬼畜调教&&抽象&&恰烂钱&&伏拉夫&&外国人&&财富密码,建议改成（财富密码）,0
7734,请叫我Z弟,http://www.bilibili.com/video/av925679356,视频点赞破5000.我就制作60分钟版本！快去三联！！,2,56,56,bilibili新星计划&&鬼畜调教&&自制&&洗脑循环&&蜜汁带感&&原创&&燃&&混剪&&敬汉卿老八&&敬汉卿,敬汉卿，保加利亚妖王，10分钟循环片头！痛苦地狱级试炼！,0
7899,2233的忠实舔狗,http://www.bilibili.com/video/av668116326,一键三连来了来一个，秋梨膏！,0,53,53,bilibili新星计划&&茄子&&猫和老鼠&&CSGO&&猫和老鼠鬼畜&&CSGO茄子&&白给&&闸总,【茄和老鼠】  今天是钓鱼的好日纸啊，好日纸啊~~,1
7900,战士坦克全能,http://www.bilibili.com/video/av625832654,跪求三连,0,53,53,bilibili新星计划&&搞笑&&鬼畜调教&&剪辑,神医大战法海,0
7717,莱因哈特别不高兴,http://www.bilibili.com/video/av370640863,https://www.youtube.com/watch?v=lid2Iegqgtg,1,57,57,鬼畜调教&&YOUTUBE&&特朗普,泪目  川普鬼畜视频Earth Song By Michael Jackson,2
7718,安娜Nor,http://www.bilibili.com/video/av370572503,希望大家玩的开心！,0,57,57,bilibili新星计划&&明日方舟&&二次元&&迫害&&周年庆&&源石虫&&刀客塔&&海猫&&舟游,[明日方舟]源石虫种族灭绝计划,1
7719,水煮花生rr,http://www.bilibili.com/video/av370558425,"潜水B站多年，第一次整活，奈何能力有限，做的不好。多多投币，潜水也能成为五级号~
点赞投币加关注，下次整活不迷路。",3,57,57,bilibili新星计划&&鬼畜调教&&搞笑&&洗脑循环&&蜜汁带感&&亚洲舞王&&自制,多   人   运   动,2
7720,湖帝传承哟,http://www.bilibili.com/video/av328142766,克斯的读评论鬼畜，第一次做，做的不好请见谅。,2,57,57,鬼畜配音,我竟然鬼畜了克斯？,0
7683,Huangjst_衙鸭,http://www.bilibili.com/video/av925562766,"耗时三天哦
做的把我累死了哈
学生党的第四个正经鬼畜（为啥是四）
望like",0,57,57,蔡徐坤&&卢本伟&&葛平&&五五开&&金坷垃&&全明星鬼畜&&电音&&刘醒&&全明星RAP&&孙笑川,[全明星]你会跳吗?Pneumatic tokyo,5
7684,焦焦糖熊,http://www.bilibili.com/video/av883172693,"https://www.youtube.com/watch?v=9lKWK3fX244
转自YouTube @Drama Life",2,57,57,鬼畜调教&&搞笑&&特朗普,【鬼畜】特朗普的这首《Despacito》我给99分 多一分怕他骄傲,0
7685,三色鸢,http://www.bilibili.com/video/av883069976,空战打飞机  地面火力覆盖  飞机建筑统统爆炸,3,57,57,自制&&搞笑&&动漫&&混剪&&电影&&罗志祥&&多人运动&&电臂舞,电臂舞的爆炸艺术,0
7686,知所云的咸鱼,http://www.bilibili.com/video/av883021397,"░░░░░░░░░░▄▀▀▀▄
░░░░░░░░▄▀░░░░░▀▄
░░░░░░░█░░░░▄▀░░░█
░░░░░░█░░░▄▀█░░░░░█
░░░░░█░░░░░░█░░░░░░█
░░░░░█░░░█▀▀█▀▀█░░░█
░░░░░█░░░█░░█░░█░░░█
░░░░░░█░░▀░░█░░▀░░█
░░░░░░░█░░░░█░░░░█
░░░░░░░░▀▄░░▀░░▄▀
░░░░░░░░░░▀▄▄▄▀
求三连(❤ ω ❤)",3,57,57,bilibili新星计划&&新人都是魔鬼&&肾宝&&吕子乔&&Q宝&&人工智能&&肾虚,肾宝-一款真正肾虚化的智能语音,1
7687,技术流lzxf,http://www.bilibili.com/video/av840649452,-,2,57,57,,特朗普好,0
7688,滑稽被阴险抓走啦,http://www.bilibili.com/video/av840642048,画面来源：wallpaper engine：FUYU-YUKI-06 星河 樱花瓣,2,57,57,卢本伟&&得得得&&樱花,樱,0
7689,-逍遥麟-,http://www.bilibili.com/video/av840546430,"无
这这是低技术力的屑作罢了",2,57,57,bilibili新星计划&&瞎做&&应该是蹭热度&&低技术力&&屑作,这个up主居然用新星计划演奏了魂斗罗？,0
7690,加油啊任同学,http://www.bilibili.com/video/av838251228,,0,57,57,全能打卡挑战&&自制&&搞笑&&学习&&娱乐&&剪辑,欧清辣哨，雷霆嘎巴,0
7691,雾散雨停梦醒,http://www.bilibili.com/video/av795653814,"2020年网络情人节，公然秀恩爱，对单身狗赶尽杀绝
2010年
世界首例“人造生命”在美国诞生
1997年
“怪病少女”杨晓霞捐献治疗余款
1992年
陈百强因吸过量药物昏迷不醒
1970年
毛泽东发表反美声明
1947年
南京发生“五·二零”血案
请铭记历史！",1,57,57,进击的单身狗&&FFF&&单身狗&&情人节,加入我们FFF团吧！！现在分手还来的急！,0
7675,_比不过那名大西瓜_,http://www.bilibili.com/video/av968294189,"给自己列表上的最后一个项目了。
摸鱼了半个月，该来的也来了。
（感觉像放假了一样）
当然这不是最一作，后面我会继续努力的啦。
to be contined......",2,57,57,东方&&音mad&&鬼畜&&东方鬼畜音mad,[东方鬼畜音mad]小小的欲望囧仙儿,0
7676,我就是玖言啦,http://www.bilibili.com/video/av968135728,"肝了三天，勉强搞定，
三连一下呗！拜托了这真的对我很重要（雷某人原话）",1,57,57,bilibili新星计划&&神医&&王八鞋&&全明星RAP&&全明星鬼畜&&葛平&&蔡徐坤&&金坷垃&&梁非凡&&创作新秀奖&&刘醒,【全明星rap】垃 圾 鬼 畜,0
7677,一只单身的狮子,http://www.bilibili.com/video/av968115286,"啥都莫得





















































你还真翻（滑稽）",1,57,57,鬼畜调教&&火车迷&&搞笑&&中国,可怜的25G啊,0
7601,一滩蠢萌的狐狸,http://www.bilibili.com/video/av838079366,-,0,59,59,鬼畜调教&&电子竞技,震惊!小up主竟在游戏中疯狂白给。,0
7602,曾梦见过那位白发女孩,http://www.bilibili.com/video/av753274496,"第一次尝试做鬼畜，还有很多不足。
审核大大辛苦了",0,59,59,全能打卡挑战&&真香&&沙雕广告&&8848&&蔡徐坤&&王境泽,8848真香手机,0
7603,PentiumMMX,http://www.bilibili.com/video/av753209926,"不稳定的 HIKAKIN 素材 
Volatile H
低音强化  基于Surce H 音源修改
More bass Base on Surce H modify sound",0,59,59,视频素材&&HIKAKIN&&Badapple&&Hikakinボイパ対決,Volatile H 素材,0
7604,Siyouyuki_萧雪,http://www.bilibili.com/video/av753112675,"为了新星计划拼尽全力了。。。。。。
这次尝试了一下混剪，不知道效果好不好QwQ。。。。。。（字幕不用管它，我只是要个画面而已）
BGM：夢燈籠 (R7CKY 你的名字 Mix)
所用素材及作者：
COD11-山顶云端 作者：VTC1999
BF4-海岸夕阳 作者：Themellow
BF4-上海楼房 作者：524wsmrxd
COD11-海岸线 作者：SturmDown
COD11-丛林废墟 作者：Sniper XT",2,59,59,bilibili新星计划&&梦灯笼&&你的名字&&新海诚&&动漫&&原曲不使用&&枪乐&&混剪&&枪声音乐,【枪声音乐】你的名字《夢燈籠》枪声音乐&amp;动漫混剪——夢燈籠 (R7CKY 你的名字 Mix),1
7605,比昂比昂面Eric,http://www.bilibili.com/video/av710523419,"YouTube
转载油管
多多支持o
超级火爆",0,59,59,冰雪奇缘&&YOUTUBE&&川建国&&美国总统&&洗脑循环&&蜜汁带感,川普深情演唱冰雪奇缘暖心歌曲（do you want to build a wall）,0
7606,CCCP_Alpha,http://www.bilibili.com/video/av668149152,制作不易，来个三连吧QwQ,3,59,59,bilibili新星计划&&鬼畜调教&&搞笑&&熊出没&&熊大熊二&&光头强,八      出     没,0
7607,鄙人是LiangCha,http://www.bilibili.com/video/av668030008,祖安合集 欢迎投稿视频里没有的。,3,59,59,bilibili新星计划&&祖安&&祖安人&&口吐芬芳&&祖安狂人&&口嗨,祖安人的怒吼,4
7608,粽子游戏解说,http://www.bilibili.com/video/av625788416,"游戏：PUBG（绝地求生）
音乐：Klave - EuroDancer
素材：来自@bili哔哩-浪浪
记得三连（嫑脸中）还别忘了给一个关注哟～",3,59,59,bilibili新星计划&&枪乐&&枪械&&枪声&&PUBG&&抖腿&&BGM&&吃鸡,枪乐-Klave - EuroDancer 全b站最不燃的枪乐（雾）,0
7609,-晓凯-,http://www.bilibili.com/video/av540719232,三连的各位都是最帅的。,3,59,59,搞笑视频&&洗脑循环&&自制&&高能&&沙雕&&剪辑&&我爱你&&我真帅&&我帅的令人着迷,这TM的猝不及防,6
7813,一个仰望星空的人,http://www.bilibili.com/video/av285738512,-,1,55,55,朱广权&&洗脑循环&&央视段子手&&剪辑&&鬼畜素材&&自制,朱广权教你背古文/诗,2
7814,黄强卫健宇,http://www.bilibili.com/video/av285735390,可填写简介,0,55,55,bilibili新星计划&&文艺复兴&&金坷垃&&万恶之源,文  艺  复  兴,2
7815,小何不是逗比,http://www.bilibili.com/video/av285719694,-,2,55,55,LBWNB&&卢本伟&&五五开&&吃鸡,建议改成:lbwnb,0
7816,不知名的Windows9,http://www.bilibili.com/video/av285622778,"喜欢的我不说了
呵呵呵
下次有……………………
好吧
求个关注哦",0,55,55,WINDOWS效果音&&WIN7&&鬼畜调教&&WINDOWS,Win7错误提示音 Windows效果音 P1,0
7817,爱康嫩妹的怿某呀,http://www.bilibili.com/video/av243057938,"求过审核，审核大哥辛苦了，就让我过审吧，我以后就在b站发视频了，让我过审吧。
让我当过审小王子吧",2,55,55,bilibili新星计划,&lt;晓♂猪呸齐&gt;rip会（不笑我吃奥利给）,1
7818,凌云志短,http://www.bilibili.com/video/av200590012,第一次做鬼畜23333,1,55,55,派大星&&海绵宝宝&&鬼畜调教&&搞笑,【三国杀】用派大星的方式打开三国杀,0
7649,扣儿桑,http://www.bilibili.com/video/av625682010,PR练习时长两天半的新人，求个三连！！！,4,58,58,猫和老鼠鬼畜&&溯&&节奏&&疯狂踩点,【猫和老鼠】全能音乐家汤姆《溯》踩点,0
7650,-明月の繁星-,http://www.bilibili.com/video/av625604227,"本视频无黑任何人的意思，纯属娱乐。另外视频右上角黑条遮挡的内容是tx视频的logo，绝非盗。
如果有什么不足可以反馈，感谢！",4,58,58,bilibili新星计划&&搞笑,【娱乐向】卢姥爷（指挥）越狱,17
7651,誓约胜利之剑QAQ,http://www.bilibili.com/video/av625584576,-,0,58,58,极限挑战&&罗志祥,极  限  挑  战,0
7652,灬春雪灬,http://www.bilibili.com/video/av625583148,-,3,58,58,雪姨,[新人]你没有本事！,0
7653,幕落霜霖宿苍天,http://www.bilibili.com/video/av540839165,"https://qiniu-xpc4.xpccdn.com/5ebcba118a6bc.mp4
听过很多个版本的《Bad Guy》翻唱，川老师这首大概是最有记忆点的了，不仅每个节拍都魔性踩点，川老师冷漠禁欲的表情配合也是非常到位。不得不说，有了百万调音师的指导，世界上应该不存在他唱不了的歌了吧！
From：Maestro Ziikos",0,58,58,蜜汁带感&&美国总统&&川建国&&《Bad Guy》&&鬼畜调教&&鬼畜素材,川普鬼畜翻唱：《Bad Guy》,0
7654,爱玩传说之下的辣鸡,http://www.bilibili.com/video/av540722272,,2,58,58,8848钛金手机&&8848&&广告,米巴米吧屎米粑手机,0
7655,油管包工头,http://www.bilibili.com/video/av540658015,好久没发了，此作品在小号 油管包工头1990也有发布，基本没有播放量，发在这里再试试吧,0,58,58,bilibili新星计划&&赵本山&&rap&&范伟&&鬼畜&&unity,【鬼畜春晚】本 伟 咆 哮   unity,0
7656,RockyJI,http://www.bilibili.com/video/av540613739,,5,58,58,bilibili新星计划&&自制&&搞笑&&孙笑川&&药水哥&&孙狗&&药酱,川桑与药酱的禁忌之恋,0
7657,mei_mingzi,http://www.bilibili.com/video/av540529463,第一次做鬼畜，希望大家支持一下。,1,58,58,儿歌&&WINDOWS效果音&&小星星,windows错误提示_小星星,0
7658,ACNEXT,http://www.bilibili.com/video/av498345671,BGM：烟袋斜街—接个吻，开一枪,4,58,58,全能打卡挑战&&明日方舟&&踩点&&鬼畜调教&&烟袋斜街,【明日方舟X踩点】烟袋斜街,1
7581,初中生小昊子,http://www.bilibili.com/video/av370749429,"音乐《インドア系ならトラックメイカー》
素材来自HatelyR拾弎
谢谢大佬！
记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！记着三连！！！！！",2,60,60,bilibili新星计划&&鬼畜调教&&洗脑循环&&蜜汁带感&&电音&&枪械&&枪乐&&日系&&治愈系,【枪声音乐】来听听超萌的日系电音吧！！ インドア系ならトラックメイカー,0
7582,小刘1718,http://www.bilibili.com/video/av370639696,练习下踩点。。。，顺便感谢UP：咬人猪慕仔，提供的素材。,0,60,60,pr&&电音&&节奏&&Conqueror&&枪声&&绝地求生&&剪辑&&抖腿&&PUBG&&吃鸡,"枪声音乐（conqueror）,踩点练习。",1
7583,PUBG-X,http://www.bilibili.com/video/av370582648,"素材：拾弎
BGM：Juste Une Photo De Toi",0,60,60,自制&&蜜汁带感&&原创,【枪声音乐】Juste Une Photo De Toi,1
7584,一只飞影flying,http://www.bilibili.com/video/av370565047,这只是个beat，因为蠢蠢视频很长的，我为了找素材几乎把每个视频都看了，有一些地方实在没有素材直接就剪掉了，请见谅。这个我从下午5点一直做到晚上7点半，这两个半小时大部分时间都在找素材，啊！不说了，硬盘都满了，去清理硬盘了。,0,60,60,蠢蠢-春天下的两条虫&&Q宝,蠢 宝,1
7585,無敌小白,http://www.bilibili.com/video/av328324292,第一次做鬼畜，只用到了pr，做的不好,1,60,60,鬼畜调教&&老八&&奥利给&&岛市老八&&洗脑循环&&自制&&惊雷&&搞笑视频&&喊麦&&心酸老八,老八也唱惊雷？？？,0
7586,热衷于剪辑的无名boy,http://www.bilibili.com/video/av328293429,-,4,60,60,洗脑循环&&鬼畜素材&&鬼畜调教&&搞笑视频&&搞笑&&家有喜事,建议改成:家 有 狂 喜,0
7587,白音MrBAIYIN,http://www.bilibili.com/video/av285825057,原动画作者：TX（大哥十几年了你人呢）,5,60,60,游戏练级挑战&&鬼畜调教&&搞笑&&老八&&奥利给&&岛市老八&&KOF&&卢本伟,【老八vs全明星】都给我吃奥利给秘制小汉堡！！,1
7588,是成果-吗,http://www.bilibili.com/video/av285646821,-,1,60,60,XXXTENTACION&&SAD,xxx  sad,0
7589,小欧阳TTO,http://www.bilibili.com/video/av243346967,手机剪辑好累啊，剪了几个小时才一分钟，不过说实话还是我懒੭ ᐕ)੭*⁾⁾,2,60,60,全能打卡挑战&&鬼畜调教&&洗脑循环&&自制,用2500年前的钟敲出Dance Mokey,0
7590,小小尤可,http://www.bilibili.com/video/av243047528,点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发 点赞 投币 收藏 转发,2,60,60,bilibili新星计划&&五五开&&PDD&&蔡徐坤&&全明星鬼畜,三人行 必有憨批,2
7561,天橙菌,http://www.bilibili.com/video/av710861714,如果你喜欢这个系列还请在评论区评论一下，请大家多多三连鸭!没有三连评论或者弹幕也行(ノДＴ),7,60,60,鬼畜调教&&岛市老八&&奥利给&&沙雕广告&&jojo的奇妙冒险&&搞笑视频,建 议 改 为:骚 儿 频 道!,4
7562,樱落辰,http://www.bilibili.com/video/av710740750,"凯露，awsl
bgm：这不用说了吧",1,60,60,bilibili新星计划&&公主连结RE:DIVE&&二次元鬼畜&&萌新&&可爱,凯 露 循 环,1
7563,夜月织,http://www.bilibili.com/video/av710555186,求三连！！,0,60,60,bilibili新星计划&&罗志祥&&亚洲舞王&&鬼畜素材&&鬼畜调教&&洗脑循环,【罗志祥】全程高能运动！！,1
7564,曜森LooP,http://www.bilibili.com/video/av668186984,"原曲：determination-toby fox
是的，你没看错，标题单词打错了
说起来，从本人第一次投稿到今天已经有1000天了呢......
原本今天是要投一个欢乐的庆祝人力V的，但是因为三次元那边出了点事，只能把这个坑暂时搁置了
我以后一定会更的，观众们，保持你们的决心",0,60,60,UNDERTALE&&决心,【千日纪念】悲报！由于不可抗因素，本日原本的稿件遭受坠毁,0
7565,在下小酋,http://www.bilibili.com/video/av668124159,素材来源于bilibili,1,60,60,bilibili新星计划&&黑人抬棺&&文艺复兴&&专业团队&&阴阳师&&逢魔,专 业 团 队,1
7566,米開朗基蘿,http://www.bilibili.com/video/av668075212,-,2,60,60,海绵宝宝,嗨绵宝宝,0
7567,超超超超超级小白,http://www.bilibili.com/video/av668047841,"虽然没人看，但还是祝愿每位UP主的视频都越做越好，越来越火
引用了几秒大佬的视频做素材，如有冒犯请联系我删除
分别是：《从零开始鬼畜第二期》 BV1M4411A7Pn   也许学会之后我也能做鬼畜调音了吧
《AIPC STYLE》BV1M4411A7Pn   UP主是“A路人”大佬
BGM：安东·德沃夏克的《幽默曲》
BGM：Jack Stauber - buttercup
BGM：DJ Haning,Rizky Ayuba - You Know I&#39;ll Go Get",1,60,60,bilibili新星计划&&鬼畜调教&&搞笑&&鬼畜素材&&搞笑视频,【幽默曲】这是个悲伤的故事 我却笑了,2
7568,FFF团长-笑,http://www.bilibili.com/video/av625707883,素材大部分取自官方~,0,60,60,bilibili新星计划&&鬼畜调教&&搞笑&&洗脑循环&&鬼畜素材&&英雄联盟&&LOL&&亚索&&托儿索&&疾风剑豪,你排位上不去很大一部分就是因为我。,0
7569,无情兄弟,http://www.bilibili.com/video/av540475900,新人第一次做视频，如有雷同真的抱歉,3,60,60,bilibili新星计划,戴夫宝，您的好朋友,2
7570,白嫖恶魔蹲蹲,http://www.bilibili.com/video/av498374009,"啊！全损画质
水视频",1,60,60,小鸟伏特加&&雷霆嘎巴,雷 霆 嘎 巴,2
7571,来自我的世界的知行,http://www.bilibili.com/video/av498255904,"求过审啊，我明明已经把相关语段处理过了啊喂！
故事：这是曾经笑川天皇出访中国上海浦东时的一段影像，该影片记述了一个带恶人和一个大善人的友好邻里交流，但是因为孙狗会使针难人的风评被害，故被封锁，今天我冒死从阴间找到了它，并发了出来",5,60,60,bilibili新星计划&&鬼畜调教&&儒雅随和&&抽象&&自制&&孙狗&&对线&&天皇&&孙笑川&&带带大师兄,【孙笑川和籽岷の对线】建议改成“梦  幻  联  动”,0
7754,啃骨头a,http://www.bilibili.com/video/av498102608,"https://mp.weixin.qq.com/s/QanMCNNifi2ocVfFsMaFvA
今年的格莱美金曲奖，应该颁给特朗普！",1,56,56,鬼畜调教&&洗脑循环&&搞笑&&音乐&&神曲&&川建国,特朗普新作！战疫神曲！,0
7755,慎重的尾巴,http://www.bilibili.com/video/av455637810,第一次尝试做鬼畜，做的不好见谅,2,56,56,bilibili新星计划&&鬼灭之刃&&骚男&&动漫&&鬼畜调教&&搞笑,当鬼灭之刃遇到骚男。。。,0
7756,恋你如栀花,http://www.bilibili.com/video/av455625224,-,0,56,56,老八&&奥利给,老八vs郭老师      摇起来。,0
7757,RV_K,http://www.bilibili.com/video/av455606010,老铁们啊，还是那句话,0,56,56,老八&&奥利给&&三顾茅庐,建议改成：老八三顾茅庐-第三次演唱奥利8之歌,5
7758,茬无此人丶,http://www.bilibili.com/video/av370777136,新人鬼畜up  正在努力学习！,0,56,56,鬼畜调教&&搞笑&&伏特加&&老八&&小鸟伏特加,【倍儿爽】小鸟伏特加,0
7759,骚死个蓝的,http://www.bilibili.com/video/av370539612,fafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafafa,0,56,56,全能打卡挑战&&鬼畜调教&&自制&&搞笑,黑人抬棺FA乐器,0
7760,Mt蛋饺,http://www.bilibili.com/video/av328313565,法海想你生出通往安乐净土的橄榄枝，你确定不来吗,1,56,56,法海&&鬼畜&&大威天龙&&赵文卓&&搞笑&&鬼畜调教&&米奇妙妙屋&&青蛇,法海邀请你进入安乐净土,0
7621,天弃智子HR,http://www.bilibili.com/video/av328023117,-,1,59,59,全能打卡挑战&&鬼畜调教&&PUBG&&枪声音乐&&和平精英&&吃鸡,【枪声音乐】DO IT,0
7622,总结,http://www.bilibili.com/video/av243072021,新人up，期待你的关注做这个视频主要是觉得学习压力有点大,2,59,59,bilibili新星计划&&鬼畜调教&&搞笑&&梁非凡&&全明星鬼畜&&刘醒,【全明星】压力大！！！,0
7623,见开眼钱,http://www.bilibili.com/video/av200647636,,0,59,59,bilibili新星计划&&搞笑&&鬼畜调教&&沙漠,沙 漠,0
7624,又幽默又搞笑,http://www.bilibili.com/video/av200645475,https://m.youtube.com/watch?v=sZ4ynugwmsw,2,59,59,蓝蓝路&&东方乱乱流,少女蓝蓝路【少女觉】,0
7735,Zuzi,http://www.bilibili.com/video/av925542115,大晚上睡不着的产物,3,56,56,bilibili新星计划&&大学生,还记得实验课的示波器吗,2
7736,王大石超6,http://www.bilibili.com/video/av925471182,"音源：新葛平
若有侵权，请私信",2,56,56,游戏走一波&&鬼畜调教&&搞笑&&处处吻&&蜜汁带感&&葛平&&原创,处处玩,0
7737,EricXRH,http://www.bilibili.com/video/av840767830,"耳光侠他又回来啦！
这次时间有点紧，是赶工出来的#（捂脸）
瑕疵很多还请各位海涵！",2,56,56,电音&&鬼畜调教&&自制&&搞笑&&蜜汁带感&&洗脑循环&&音乐&&耳光侠&&Alan Walker&&Alone,建议改为：电音耳光侠,0
7738,猩球仁,http://www.bilibili.com/video/av840604419,"https://www.xinpianchang.com/a10765567
果然，出道即巅峰！川普的魔音越来越洗脑了，在百万调音师 Maestro Ziikos 的运作下，新一代唱跳巨星已然诞生！这首《恋曲2020》你爱了吗~ 歌曲改编自The Weeknd 的 Blinding Lights。",2,56,56,鬼畜素材&&百万调音师&&川建国&&鬼畜调教&&搞笑&&xswl&&鬼畜&&没人比我更懂,电音狂魔川普唱跳新作《恋曲2020 》xswl,0
7739,LonelyX殘葉,http://www.bilibili.com/video/av795810668,"BGM：夢燈籠 (R7CKY 你的名字 Mix)
素材：COD15 - 烤鸭不好吃
          CSGO/BF4 - HatelyR拾弎
          动漫素材 - 你的名字
新人UP大制作，喜欢的三连！",3,56,56,全能打卡挑战&&梦灯笼&&你的名字&&电音&&动漫歌曲&&枪声音乐&&残叶&&CSGO&&COD&&战地4,【枪声音乐/你的名字】【殘葉】夢燈籠（R7CKY 你的名字Mix）带   制   作,1
7740,干什么了你,http://www.bilibili.com/video/av795723772,乌仁吉被持有骨灵冷火的人关在了羊圈,1,56,56,bilibili新星计划&&雄氏老方&&雄凤山&&乌仁吉&&鬼畜调教&&神医,【乌仁吉】我被萧炎关在羊圈里就因为我不救他,0
7692,臭猪是我媳妇,http://www.bilibili.com/video/av795580695,"素材来自网络
音源：
咳嗽和大叫是开哥的
柜子动了是大茄子的",3,57,57,bilibili新星计划&&FBI查房&&彩虹六号&&走近科学&&喵内,当你用FBI查房的方式打开【喵内】走近科学版,0
7693,一枚乾桑,http://www.bilibili.com/video/av753255132,侠 盗 猎 车 手 - 美 国 联 邦。,0,57,57,GTA&&川建国&&美国总统&&MV&&鬼畜&&特朗普&&川普&&恶搞&&搞笑&&洗脑循环,侠 盗 总 统,0
7694,天外飞咸,http://www.bilibili.com/video/av753167573,"正式从会声会影转职VEGAS，还遇到了CGSG一群可爱的小伙伴～๑╹ヮ╹๑)ﾉ
这就是我枪乐之路的开端吗！
尝试在学校用零碎时间做了一些basic beat ，具体也融合了一些自己学的pen beat的节奏
结果最后出现了一些“运输”问题...
各种意义上都是大胆的( ･´ω`･ )
素材：60帧还能720p，成功蒙骗我的 [LTG] -----COD12",1,57,57,bilibili新星计划&&枪声音乐&&无原曲&&新人,【枪乐】（练习向）你你你也有Freestyle？？？,0
7695,知所云的咸鱼,http://www.bilibili.com/video/av710734792,"一不小心视频做完就是第二天了
反正数量够就行
求三连(❤ ω ❤)",1,57,57,bilibili新星计划&&奥利给&&鬼畜调教&&老八&&吃粑粑&&小葵花,奥利给课堂开课啦,0
7696,苦瓜脸丿,http://www.bilibili.com/video/av710676052,"本视频仅供娱乐，没有半点黑成龙大哥的意思!
关注我，解锁更多鬼畜与生草视频哦!",3,57,57,bilibili新星计划&&某科学的超电磁炮&&自制&&鬼畜调教&&Duang&&加特技,【成龙单曲/超电磁炮】某科学的超洗发水,2
7678,鸡你太丑520,http://www.bilibili.com/video/av925825993,emmm,0,57,57,鬼畜调教&&鬼畜素材,要不要吃小孩火锅,8
7679,啥时候才能会调音,http://www.bilibili.com/video/av925792065,"BGM：欢乐斗地主
没 有 恶 意",5,57,57,鬼畜&&面筋哥&&搞笑&&正能量&&鬼畜调教,【面筋哥】不欢乐面筋,0
7680,隔壁小稽稽,http://www.bilibili.com/video/av925654950,给个三连吧，爸爸们,2,57,57,bilibili新星计划&&鬼畜调教&&熊氏老方&&岛市老八&&撤硕&&奥力给,奥力给酥皮点心,2
